Angle1,x1,y1,Angle2,x2,y2,Angle3,x3,y3,,Angle_t
-50.56,750,-617,3.123951765,31,568,-2.862398533,-37,740,,52.86201574
-50.65,750,-615,3.348586984,33,564,-2.539674511,-33,744,,53.05671006
-50.67,753,-617,3.360476402,33,562,-2.553384362,-33,740,,53.26413115
-50.47,750,-619,2.922767967,29,568,-2.693373987,-35,744,,52.86201574
-50.56,755,-621,3.336781305,33,566,-2.539674511,-33,744,,53.14212217
-50.67,753,-617,2.933077767,29,566,-2.722605978,-35,736,,53.06915473
-50.5,751,-619,3.348586984,33,564,-2.532874612,-33,746,,53.09337528
-50.67,753,-617,2.933077767,29,566,-2.847034681,-37,744,,53.06915473
-50.49,753,-621,3.134968484,31,566,-2.385938451,-31,744,,53.06915473
-50.56,750,-617,3.348586984,33,564,-2.700623022,-35,742,,53.05671006
-50.67,753,-617,3.348586984,33,564,-2.539674511,-33,744,,53.1665187
-50.47,750,-619,3.146063101,31,564,-2.715238699,-35,738,,53.05671006
-50.38,750,-621,3.360476402,33,562,-2.693373987,-35,744,,53.15443208
-50.74,755,-617,2.953916923,29,562,-2.693373987,-35,744,,53.33695256
-50.73,757,-619,3.348586984,33,564,-2.553384362,-33,740,,53.31206112
-50.69,751,-615,3.348586984,33,564,-2.539674511,-33,744,,53.09337528
-50.59,751,-617,2.922767967,29,568,-2.693373987,-35,744,,52.89875225
-50.67,753,-617,2.953916923,29,562,-2.539674511,-33,744,,53.26413115
-50.38,750,-621,3.146063101,31,564,-2.244221476,-29,740,,53.05671006
-50.48,748,-617,3.134968484,31,566,-2.862398533,-37,740,,52.88564848
-50.48,748,-617,3.336781305,33,566,-2.693373987,-35,744,,52.88564848
-50.56,750,-617,3.146063101,31,564,-2.532874612,-33,746,,53.05671006
-50.57,748,-615,2.953916923,29,562,-2.700623022,-35,742,,53.08098655
-50.56,750,-617,2.953916923,29,562,-2.411842104,-31,736,,53.15443208
-50.3,748,-621,3.146063101,31,564,-2.39882039,-31,740,,52.98319198
-50.47,750,-619,3.146063101,31,564,-2.862398533,-37,740,,53.05671006
-50.41,746,-617,3.348586984,33,564,-2.553384362,-33,740,,52.90942283
-50.47,750,-619,3.134968484,31,566,-2.862398533,-37,740,,52.95923808
-50.48,748,-617,2.511357395,25,570,-2.560294907,-33,738,,52.69131309
-50.5,751,-619,3.134968484,31,566,-2.700623022,-35,742,,52.9959392
-50.33,744,-617,3.134968484,31,566,-2.707911154,-35,740,,52.73771624
-50.5,751,-619,2.943460494,29,564,-2.546510996,-33,742,,53.09337528
-50.39,748,-619,3.134968484,31,566,-2.700623022,-35,742,,52.88564848
-50.67,753,-617,3.576326012,35,560,-2.686163736,-35,746,,53.36199246
-50.94,753,-611,3.348586984,33,564,-2.678991958,-35,748,,53.1665187
-51.28,757,-607,3.983800119,39,560,-2.972735983,-39,751,,53.50723796
-51.07,759,-613,3.793620224,37,558,-2.839414388,-37,746,,53.67737208
-51.04,753,-609,3.146063101,31,564,-2.847034681,-37,744,,53.1665187
-50.26,742,-617,3.123951765,31,568,-2.385938451,-31,744,,52.56586969
-50.5,746,-615,2.933077767,29,566,-2.546510996,-33,742,,52.81180821
-51.51,761,-605,4.202343385,41,558,-2.984637207,-39,748,,53.74930073
-50.47,750,-619,3.134968484,31,566,-2.405313633,-31,738,,52.95923808
-50.65,750,-615,2.933077767,29,566,-2.39236209,-31,742,,52.95923808
-50.93,755,-613,4.012367274,39,556,-2.839414388,-37,746,,53.6310578
-51.65,757,-599,4.27874623,41,548,-3.116605741,-41,753,,54.09871199
-51.18,757,-609,4.012367274,39,556,-2.976692507,-39,750,,53.70340346
-50.78,751,-613,2.53803921,25,564,-2.539674511,-33,744,,53.09337528
-50.93,755,-613,4.232575342,41,554,-2.831834745,-37,748,,53.72959027
-51.46,757,-603,3.641176743,35,550,-2.976692507,-39,750,,53.99951178
-50.21,748,-623,1.92263009,19,566,-1.621142123,-21,742,,52.88564848
-50.39,748,-619,3.123951765,31,568,-2.238178522,-29,742,,52.78835565
-50.78,751,-613,2.964447842,29,560,-2.385938451,-31,744,,53.28899636
-50.74,750,-613,4.143154622,41,566,-2.847034681,-37,744,,52.95923808
-51.02,755,-611,2.975054049,29,558,-2.831834745,-37,748,,53.53277427
-51.18,757,-609,3.807226278,37,556,-2.976692507,-39,750,,53.70340346
-51.18,757,-609,4.026804788,39,554,-3.129047441,-41,750,,53.80185787
-51.22,753,-605,4.27874623,41,548,-2.984637207,-39,748,,53.95440752
-50.76,753,-615,3.740153431,37,566,-3.154230944,-41,744,,53.06915473
-49.92,744,-626,2.882242898,29,576,-2.560294907,-33,738,,52.25307242
-49.66,736,-625,2.953916923,29,562,-2.405313633,-31,738,,52.63499565
-49.98,742,-623,3.526083214,35,568,-2.707911154,-35,740,,52.56586969
-49.89,748,-630,3.256413781,33,580,-2.854695952,-37,742,,52.20983976
-49.18,734,-634,3.22864032,33,585,-2.737461037,-35,732,,51.44493881
-49.75,736,-623,3.168489355,31,560,-2.411842104,-31,736,,52.73347479
-50.07,742,-621,2.9023641,29,572,-2.546510996,-33,742,,52.37162573
-50.1,751,-628,3.928708006,41,597,-3.145791567,-41,746,,51.51728377
-49.1,732,-634,1.90247754,19,572,-1.804608294,-23,730,,51.99507071
-49.37,732,-628,2.702508771,27,572,-2.141636977,-27,722,,51.99507071
-49.47,744,-636,2.828320066,29,587,-2.418406088,-31,734,,51.72719854
-50.15,750,-626,4.272214821,44,589,-3.025004834,-39,738,,51.85615018
-49.56,744,-634,3.814065915,39,585,-3.07490974,-39,726,,51.82225138
-49.03,730,-634,2.109937914,21,570,-1.994168108,-25,718,,52.01638011
-48.51,726,-642,2.852578386,29,582,-2.135726339,-27,724,,51.28237217
-48.74,734,-644,2.799748764,29,593,-2.135726339,-27,724,,51.06506988
-48.01,720,-648,2.414069859,25,593,-2.661121887,-33,710,,50.5246328
-47.77,716,-650,2.198919507,23,599,-1.999733894,-25,716,,50.08429397
-48.4,732,-650,2.191609119,23,601,-2.312912351,-29,718,,50.61257703
-48,724,-652,3.122123161,33,605,-2.775317135,-35,722,,50.11655931
-47.5,718,-658,2.538538662,27,609,-2.638853638,-33,716,,49.69562682
-46.89,705,-660,2.38197308,25,601,-2.205731983,-27,701,,49.55288052
-46.59,705,-667,2.155774027,23,611,-2.38936748,-29,695,,49.085502
-46.42,703,-669,3.05164472,33,619,-2.710682084,-33,697,,48.63557771
-46.89,705,-660,4.145974894,44,607,-3.33778586,-41,703,,49.2716672
-46.92,710,-664,3.945177003,42,609,-3.33778586,-41,703,,49.37865861
-46.42,705,-671,3.593557785,39,621,-3.328338281,-41,705,,48.62463963
-46.25,705,-675,3.041835043,33,621,-2.718470924,-33,695,,48.62463963
-46.34,701,-669,3.838960828,41,611,-3.038667044,-37,697,,48.92408875
-45.99,707,-683,2.755892924,31,644,-2.687580885,-33,703,,47.66977829
-44.33,677,-693,2.114288344,23,623,-1.928699936,-23,683,,47.37850032
-43.43,658,-695,1.968469906,21,611,-2.01415438,-23,654,,47.12098621
-43.67,671,-703,2.594434259,29,640,-2.4895471,-29,667,,46.35445929
-43.84,675,-703,2.713817373,31,654,-2.673006359,-31,664,,45.90516823
-43.38,669,-708,2.538969382,29,654,-2.311126048,-27,669,,45.64947743
-44.33,675,-691,3.05164472,33,619,-3.00826508,-35,666,,47.4779128
-44.5,681,-693,2.635558141,29,630,-2.985889513,-35,671,,47.22766383
-43.89,683,-710,3.455482555,41,679,-3.156176113,-37,671,,45.16816344
-43.72,677,-708,3.218402357,37,658,-3.351323231,-39,666,,45.81528336
-42.04,642,-712,1.526325319,17,638,-1.705792494,-19,638,,45.17894308
-41.65,644,-724,2.169252517,25,660,-2.230012113,-25,642,,44.29691599
-41.84,650,-726,2.621750637,31,677,-2.578341575,-29,644,,43.83428135
-40.56,630,-736,1.928699936,23,683,-2.430902653,-27,636,,42.68837799
-40.41,630,-740,2.121091437,25,675,-2.286949462,-25,626,,43.02496538
-40.09,628,-746,2.38936748,29,695,-2.097469934,-23,628,,42.10077796
-40.02,628,-748,2.718470924,33,695,-3.02240351,-33,625,,42.10077796
-39.24,611,-748,2.621750637,31,677,-2.876292877,-31,617,,42.06650345
-39.26,613,-750,2.742108134,33,689,-2.895029683,-31,613,,41.65923921
-38.25,603,-765,1.730708751,21,695,-2.028171933,-21,593,,40.94565835
-38.19,597,-759,2.891262835,35,693,-2.790352742,-29,595,,40.743878
-37.92,599,-769,2.500052995,31,710,-2.781019527,-29,597,,40.1529594
-38.1,603,-769,2.177799095,27,710,-2.77174849,-29,599,,40.34100934
-37.97,597,-765,2.362207932,29,703,-2.389917039,-25,599,,40.33840839
-37.87,595,-765,2.060106206,25,695,-2.77174849,-29,599,,40.56723667
-38.3,601,-761,2.583640421,31,687,-2.982454609,-31,595,,41.17992391
-37.4,591,-773,2.183945121,27,708,-2.606938863,-27,593,,39.85320448
-36.83,582,-777,1.863274763,23,707,-2.066472153,-21,582,,39.46100331
-36.74,580,-777,1.381329439,17,705,-1.882742926,-19,578,,39.44386934
-35.85,570,-789,1.661424445,21,724,-1.502163911,-15,572,,38.21301509
-36.08,572,-785,1.528594059,19,712,-1.496932276,-15,574,,38.77728741
-36.08,572,-785,1.210291339,15,710,-1.889275499,-19,576,,38.85600227
-36.22,572,-781,2.165610189,27,714,-2.665286915,-27,580,,38.69884085
-37.33,591,-775,2.941771822,37,720,-3.012780459,-31,589,,39.38019855
-36.88,580,-773,2.042488342,25,701,-2.2787283,-23,578,,39.60390396
-37.64,593,-769,2.199462957,27,703,-2.414069859,-25,593,,40.14846608
-37.59,595,-773,1.524314306,19,714,-2.014594077,-21,597,,39.80547801
-36.88,583,-777,1.863274763,23,707,-2.243826377,-23,587,,39.50927569
-37.54,591,-769,2.205731983,27,701,-2.598188072,-27,595,,40.1335182
-37.4,591,-773,2.941771822,37,720,-3.377780519,-35,593,,39.38019855
-37.07,587,-777,2.624213891,33,720,-2.828320066,-29,587,,39.18950445
-36.72,578,-775,2.042488342,25,701,-2.263083278,-23,582,,39.50672947
-36.45,574,-777,1.537226052,19,708,-1.869812329,-19,582,,39.03278224
-36.04,574,-789,1.804608294,23,730,-2.294591025,-23,574,,38.17792929
-35.65,568,-792,2.141636977,27,722,-2.502587608,-25,572,,38.19216771
-35.67,562,-783,2.332381749,29,712,-2.933077767,-29,566,,38.284855
-35.46,562,-789,2.631513418,33,718,-3.168489355,-31,560,,38.05125665
-35.68,568,-791,2.730013315,35,734,-3.336781305,-33,566,,37.73411982
-35.61,570,-796,2.870142757,37,738,-3.313417652,-33,570,,37.68089251
-35.2,558,-791,1.661424445,21,724,-1.929442783,-19,564,,37.62200863
-34.98,552,-789,1.679977268,21,716,-2.351892168,-23,560,,37.63032843
-34.9,558,-800,1.91424885,25,748,-2.147580406,-21,560,,36.72245904
-34.34,552,-808,2.366872739,31,750,-2.770209319,-27,558,,36.35298328
-34.07,541,-800,2.445023026,31,726,-2.394604509,-23,550,,36.69262201
-34.07,541,-800,2.325855652,29,714,-2.461661487,-23,535,,37.15123453
-33.94,537,-798,2.306494543,29,720,-3.06271371,-29,542,,36.71671722
-34.02,544,-806,2.553384362,33,740,-2.851853645,-27,542,,36.32082814
-33.98,546,-810,2.668305756,35,751,-2.841386103,-27,544,,36.01821547
-34,541,-802,2.901542918,37,730,-3.667779479,-35,546,,36.54190685
-33.98,542,-804,2.418406088,31,734,-2.851853645,-27,542,,36.44280225
-34.31,550,-806,2.250297133,29,738,-2.820679675,-27,548,,36.6955097
-34.02,544,-806,1.934927785,25,740,-2.412126754,-23,546,,36.32082814
-33.85,542,-808,2.274932154,29,730,-2.602556117,-25,550,,36.59253594
-33.67,537,-806,1.638801663,21,734,-2.02637493,-19,537,,36.1894025
-32.76,525,-816,1.770672436,23,744,-2.231169391,-21,539,,35.20843911
-33.79,542,-810,2.553384362,33,740,-3.273490765,-31,542,,36.22017211
-33.79,542,-810,3.000654397,39,744,-3.890954011,-37,544,,36.07305242
-33.31,535,-814,1.929716295,25,742,-2.655594232,-25,539,,35.79243449
-33.94,541,-804,2.39882039,31,740,-2.434393279,-23,541,,36.16974674
-34.64,554,-802,2.059009891,27,751,-3.018248122,-29,550,,36.41548343
-34.15,548,-808,2.061752869,27,750,-2.385938451,-23,552,,36.15426994
-33.54,537,-810,1.597472462,21,753,-2.000321573,-19,544,,35.49438531
-33.05,527,-810,1.62552124,21,740,-2.041569426,-19,533,,35.45694828
-32.79,523,-812,1.341388444,17,726,-1.407738196,-13,529,,35.76835413
-33.8,541,-808,1.794780366,23,734,-2.218832122,-21,542,,36.39225404
-33.74,541,-810,3.000654397,39,744,-3.681226951,-35,544,,36.02270988
-34.15,548,-808,2.862398533,37,740,-3.694773256,-35,542,,36.52136262
-34.08,544,-804,2.715238699,35,738,-3.458716231,-33,546,,36.3948584
-33.79,542,-810,1.940167489,25,738,-2.841386103,-27,544,,36.29412095
-33.28,533,-812,1.305438903,17,746,-1.985732418,-19,548,,35.54485926
-34.51,550,-800,2.095247665,27,738,-3.018248122,-29,550,,36.6955097
-34.9,554,-794,2.737461037,35,732,-2.975054049,-29,558,,37.11946408
-33.98,542,-804,2.250297133,29,738,-2.420984334,-23,544,,36.29412095
-33.12,531,-814,1.603859021,21,750,-2.041569426,-19,533,,35.29841122
-32.57,525,-822,1.144234919,15,751,-1.630365669,-15,527,,34.95608057
-33.44,535,-810,1.924532791,25,744,-1.799825456,-17,541,,35.71930043
-34.08,544,-804,2.553384362,33,740,-3.249560731,-31,546,,36.32082814
-33.71,539,-808,2.686163736,35,746,-3.715280417,-35,539,,35.84878435
-32.92,527,-814,2.957014414,39,755,-3.341151117,-31,531,,34.91546945
-32.11,517,-824,1.27636284,17,763,-1.636573215,-15,525,,34.12103422
-30.84,501,-839,0.07470093,1,767,-0.336369788,-3,511,,33.15226157
-31.77,509,-822,1.749522252,23,753,-1.876065223,-17,519,,34.05715142
-31.72,513,-830,2.154073672,29,771,-2.989513193,-27,517,,33.63851019
-31.13,503,-833,2.43821268,33,775,-2.597429907,-23,507,,32.98479425
-30.47,496,-843,2.2614555,31,785,-2.654952669,-23,496,,32.28655186
-29.38,478,-849,1.097483487,15,783,-1.307350038,-11,482,,31.40284574
-28.76,466,-849,1.717607645,23,767,-2.305147958,-19,472,,31.28119926
-28.24,457,-851,1.852382971,25,773,-2.625254202,-21,458,,30.59163971
-28.59,466,-855,2.668018122,37,794,-2.825603732,-23,466,,30.4086766
-29.05,476,-857,2.777089613,39,804,-3.649716065,-31,486,,30.6271497
-29.12,474,-851,2.224652068,31,798,-3.649716065,-31,486,,30.70960311
-29.19,472,-845,2.126518188,29,781,-3.206156427,-27,482,,31.14673668
-29.03,470,-847,2.000457659,27,773,-2.766335505,-23,476,,31.300394
-27.65,449,-857,1.540228822,21,781,-2.602556117,-21,462,,29.89469674
-28.61,462,-847,2.463612669,33,767,-3.515863673,-29,472,,31.0624507
-29.12,474,-851,2.784004141,39,802,-4.6068445,-39,484,,30.58396891
-29.99,490,-849,2.492639649,35,804,-4.069054967,-35,492,,31.36025967
-29.03,470,-847,1.532384274,21,785,-3.179822684,-27,486,,30.90998625
-27.71,447,-851,0.675801961,9,763,-1.106430707,-9,466,,30.3636353
-27.01,441,-865,0.365867604,5,783,0.38452876,3,447,,29.38894274
-27.17,445,-867,1.196418181,17,814,-1.651080277,-13,451,,28.66461264
-26.8,439,-869,1.614523322,23,816,-2.187758547,-17,445,,28.27974973
-26.64,433,-863,1.518846846,21,792,-2.401720926,-19,453,,28.66611795
-27.92,453,-855,2.565949738,35,781,-4.618657241,-37,458,,30.11476062
-27.27,447,-867,1.759141303,25,814,-3.131214101,-25,457,,28.77288427
-25.96,425,-873,1.363924342,19,798,-1.984044195,-15,433,,28.03887147
-25.95,421,-865,1.379476437,19,789,-1.46879728,-11,429,,28.08372741
-26.27,429,-869,1.814844185,25,789,-2.248327885,-17,433,,28.53401898
-26.7,439,-873,3.101656777,44,812,-3.796661406,-29,437,,28.39738036
-25.48,416,-873,2.213567612,31,802,-3.94050629,-29,421,,27.41585193
-24.18,396,-882,1.65092121,23,798,-2.115871828,-15,406,,26.39241233
-24.23,396,-880,1.492476928,21,806,-1.257507339,-9,410,,26.1655239
-25.46,419,-880,2.005911603,29,828,-2.855610753,-21,421,,26.84111051
-25.15,417,-888,2.121091437,31,837,-2.842131238,-21,423,,26.48278589
-24.24,398,-884,1.881297371,27,822,-3.164566222,-23,416,,25.83550508
-23.96,392,-882,1.503665385,21,800,-3.242346894,-23,406,,26.10479296
-24.41,404,-890,2.131267379,31,833,-3.506378669,-25,408,,25.8730463
-23.32,388,-900,1.016975653,15,845,-1.575233242,-11,400,,24.66318562
-22.6,373,-896,1.642691712,23,802,-1.909147969,-13,390,,24.942481
-22.34,365,-888,0.94156301,13,791,-1.356748483,-9,380,,24.77048906
-22.47,369,-892,1.327344522,19,820,-2.272444419,-15,378,,24.22768866
-21.99,365,-904,1.160777961,17,839,-1.060909209,-7,378,,23.51099507
-21.55,357,-904,0.757470411,11,832,-1.39717776,-9,369,,23.22346548
-22.01,363,-898,0.489097289,7,820,-0.454717798,-3,378,,23.87809838
-22.29,369,-900,1.843204682,27,839,-2.272444419,-15,378,,23.7402841
-22.01,367,-908,1.400429499,21,859,-1.980177688,-13,376,,23.13410487
-21.44,355,-904,1.559141482,23,845,-2.284519116,-15,376,,22.78811603
-20.82,343,-902,0.766684286,11,822,-0.476130138,-3,361,,22.64950148
-22.27,367,-896,0.20961728,3,820,-0.151575428,-1,378,,24.1113702
-22.58,376,-904,2.066815523,31,859,-4.021980772,-27,384,,23.63981875
-20.96,347,-906,1.444122154,21,833,-2.666637214,-17,365,,22.61492793
-20.33,335,-904,0.912721061,13,816,-1.142496751,-7,351,,22.32002071
-19.98,333,-916,1.270057126,19,857,-2.504044986,-15,343,,21.23432256
-19.92,333,-919,1.264158663,19,861,-2.4895471,-15,345,,21.14440645
-19.79,330,-917,1.131125936,17,861,-1.155663191,-7,347,,20.97054333
-19.64,328,-919,0.607351585,9,849,-0.498210448,-3,345,,21.12333518
-19.68,328,-917,1.445857141,21,832,-1.847605945,-11,341,,21.5158344
-19.68,328,-917,1.800318134,27,859,-4.168695943,-25,343,,20.89877505
-17.53,291,-921,1.548154079,23,851,-2.432665894,-13,306,,18.87811213
-15.84,263,-927,0.341447957,5,839,0,0,287,,17.40451959
-16.23,271,-931,1.131125936,17,861,-1.783716983,-9,289,,17.47136972
-16.91,283,-931,1.384320392,21,869,-2.128250708,-11,296,,18.03840239
-17.64,296,-931,1.636573215,25,875,-4.298452852,-23,306,,18.68990006
-17.53,294,-931,2.184785903,33,865,-4.945954981,-27,312,,18.77205169
-17.89,298,-923,2.210313756,33,855,-4.298452852,-23,306,,19.21534301
-16.91,283,-931,1.526637282,23,863,-2.824796802,-15,304,,18.1556116
-17.05,283,-923,1.024246879,15,839,-2.843473465,-15,302,,18.63953215
-17.06,285,-929,1.273027043,19,855,-2.497890721,-13,298,,18.43490571
-16.84,283,-935,1.384320392,21,869,-2.497890721,-13,298,,18.03840239
-16.87,283,-933,1.120715477,17,869,-3.243284699,-17,300,,18.03840239
-16.91,283,-931,1.413589207,21,851,-2.824796802,-15,304,,18.39449976
-16.83,281,-929,1.544525935,23,853,-2.481258999,-13,300,,18.23316132
-17.25,289,-931,1.125896645,17,865,-2.862398533,-15,300,,18.47463917
-16.31,273,-933,1.133758837,17,859,-1.76540278,-9,292,,17.6308091
-16,267,-931,1.270057126,19,857,-2.164784091,-11,291,,17.30448294
-16,267,-931,1.139061578,17,855,-2.194925991,-11,287,,17.34253637
-16.02,269,-937,0.998081009,15,861,-1.783716983,-9,289,,17.35019491
-15.68,263,-937,0.982114867,15,875,-1.005083655,-5,285,,16.72923749
-14.71,246,-937,1.5126219,23,871,-2.746394255,-13,271,,15.77144612
-14.82,248,-937,0.464728532,7,863,-1.49062835,-7,269,,16.03300677
-14.45,242,-939,1.373262725,21,876,-2.941458116,-13,253,,15.44308196
-13.79,232,-945,1.497158981,23,880,-3.921389718,-17,248,,14.76916399
-13.42,224,-939,1.519597283,23,867,-4.91906088,-21,244,,14.48624844
-13.02,218,-943,1.52310915,23,865,-3.546845363,-15,242,,14.14525606
-12.67,212,-943,0.600281656,9,859,-0.740850677,-3,232,,13.86344469
-13.22,222,-945,1.242518956,19,876,-3.025004834,-13,246,,14.22073705
-13.11,222,-953,1.354712083,21,888,-3.000654397,-13,248,,14.03621065
-12.85,216,-947,1.234069069,19,882,-3.606300189,-15,238,,13.76075293
-12.08,201,-939,1.149817254,17,847,-1.278708317,-5,224,,13.34978131
-12.36,207,-945,0.98099395,15,876,-2.762121854,-11,228,,13.29516035
-13.08,220,-947,1.239689501,19,878,-3.152929635,-13,236,,14.0669157
-12.8,216,-951,1.729879577,27,894,-4.959512337,-21,242,,13.58293177
-11.73,197,-949,1.387512503,21,867,-3.292139415,-13,226,,12.80137977
-12.01,201,-945,0.723557516,11,871,-0.760516999,-3,226,,12.9945864
-11.84,199,-949,0.848279008,13,878,-1.290224335,-5,222,,12.77038512
-11.54,195,-955,0.834967111,13,892,-1.806021074,-7,222,,12.33139576
-10.87,183,-953,0.720250174,11,875,-1.377033974,-5,208,,11.81270703
-11.38,191,-949,0.196891478,3,873,-0.275457712,-1,208,,12.34101571
-11.75,197,-947,1.10923039,17,878,-2.280479992,-9,226,,12.64618736
-12.3,207,-949,1.342620887,21,896,-4.763630551,-19,228,,13.00859626
-11.26,189,-949,1.243938532,19,875,-3.865452131,-15,222,,12.1886047
-11.05,185,-947,1.133758837,17,859,-2.998460128,-11,210,,12.1539326
-11.03,185,-949,0.199172937,3,863,0.276788405,1,207,,12.09926275
-11.19,189,-955,1.104201115,17,882,-1.891150279,-7,212,,12.09472879
-11.52,195,-957,1.072590517,17,908,-2.430902653,-9,212,,12.12058228
-9.9,167,-957,0.842522291,13,884,-0.290838342,-1,197,,10.69787641
-9.55,160,-951,0.869062158,13,857,-0.919102634,-3,187,,10.57522148
-10.29,173,-953,1.118142731,17,871,-3.19593054,-11,197,,11.23398428
-10.56,179,-960,1.101703539,17,884,-3.700534402,-13,201,,11.44694688
-9.89,167,-958,0.954839021,15,900,-0.306390906,-1,187,,10.51196813
-10.13,171,-957,0.848279008,13,878,-1.53160421,-5,187,,11.02098064
-11.01,185,-951,1.10671004,17,880,-4.144614049,-15,207,,11.87222255
-11.54,195,-955,1.87893444,29,884,-4.584652155,-17,212,,12.43953293
-11.54,195,-955,1.609005143,25,890,-6.250324962,-23,210,,12.35825616
-10.87,183,-953,1.228499363,19,886,-2.430902653,-9,212,,11.67009502
-11.24,189,-951,0.71778944,11,878,-1.936795857,-7,207,,12.14819699
-11.22,189,-953,0.972117888,15,884,-2.430902653,-9,212,,12.06816819
-10.94,185,-957,0.829389049,13,898,-1.994564637,-7,201,,11.64080768
-9.13,154,-958,0.064961022,1,882,0.320084075,1,179,,9.904160053
-9.02,152,-957,0.592012008,9,871,-0.960172321,-3,179,,9.899093677
-9.23,156,-960,1.104201115,17,882,-2.878362769,-9,179,,10.03018986
-10,169,-958,1.699482108,27,910,-5.801573321,-19,187,,10.52075971
-8.23,140,-968,0.706524838,11,892,-2.474198682,-7,162,,8.919822925
-8.36,142,-966,-0.196891478,-3,873,4.703603705,13,158,,9.238656504
-9.21,156,-962,1.222979698,19,890,-2.344126992,-7,171,,9.941837591
-9.58,162,-960,1.718353983,27,900,-2.755418257,-9,187,,10.20394986
-8.53,144,-960,1.477026811,23,892,-5.013102032,-15,171,,9.170403393
-7.95,134,-960,0.196441444,3,875,0.362625826,1,158,,8.706773512
-8.03,136,-964,0.064377103,1,890,1.101703539,3,156,,8.688081727
-8.15,138,-964,1.212087821,19,898,-4.645067564,-13,160,,8.736552581
-8.28,140,-962,1.84555447,29,900,-7.209944986,-21,166,,8.841793884
-8.31,140,-958,2.267308514,35,884,-5.990580709,-17,162,,8.999230002
-7.56,128,-964,0.319726846,5,896,-1.909147969,-5,150,,8.130083342
-7.83,132,-960,0.831240104,13,896,-0.381965312,-1,150,,8.380593625
-8.13,138,-966,1.324883365,21,908,-4.033401641,-11,156,,8.641795551
-7.91,134,-964,1.73764956,27,890,-5.990580709,-17,162,,8.562223323
-7.56,128,-964,1.111762245,17,876,-5.019841903,-13,148,,8.3131359
-7.15,121,-964,1.086952145,17,896,-5.305097201,-13,140,,7.690941835
-6.42,109,-968,0.950614847,15,904,-2.990337982,-7,134,,6.875245016
-7.04,119,-964,0.831240104,13,896,-1.988633206,-5,144,,7.565303377
-7.4,125,-962,1.222979698,19,890,-2.569235012,-7,156,,7.994846035
-7.8,132,-964,1.094278136,17,890,-3.301857953,-9,156,,8.436281614
-8.15,138,-964,1.47372396,23,894,-4.085607226,-11,154,,8.775035225
-8.01,136,-966,1.311884715,21,917,-4.645067564,-13,160,,8.436006842
-7.43,126,-966,1.091825192,17,892,-0.362625826,-1,158,,8.040137348
-7.39,125,-964,0.716158271,11,880,0,0,154,,8.084502091
-8.06,136,-960,1.35776898,21,886,-1.060909209,-3,162,,8.726703085
-7.27,123,-964,0.708112373,11,890,-2.63675226,-7,152,,7.868543569
-7.01,119,-968,0.446616253,7,898,-0.397880031,-1,144,,7.548648664
-8.18,138,-960,1.745489637,27,886,-6.064908263,-17,160,,8.85301842
-7.78,132,-966,0.831240104,13,896,-2.602556117,-7,154,,8.380593625
-7.01,119,-968,0,0,892,3.479909367,9,148,,7.598832956
-7.58,128,-962,0.706524838,11,892,0,0,156,,8.166050472
-8.78,148,-958,1.497158981,23,880,-5.072121012,-15,169,,9.546744597
-8.36,142,-966,0.578075462,9,892,-1.714926185,-5,167,,9.045156774
-8.48,144,-966,0.703371027,11,896,-0.345150316,-1,166,,9.130155132
-8.71,148,-966,1.477026811,23,892,-2.400208848,-7,167,,9.420630528
-8.86,150,-962,0.323335425,5,886,0.97101966,3,177,,9.609050407
-8.36,142,-966,0.192266545,3,894,-0.343083597,-1,167,,9.025254959
-8.18,138,-960,0.83309944,13,894,-1.725250841,-5,166,,8.775035225
-8.4,142,-962,0.580679228,9,888,0,0,173,,9.085222666
-8.59,146,-966,0.574213302,9,898,-0.335058435,-1,171,,9.23452676
-8.48,144,-966,1.225733317,19,888,-1.005083655,-3,171,,9.211005001
-8.32,140,-957,1.214792564,19,896,-3.14112249,-9,164,,8.880638384
-7.56,128,-964,1.094278136,17,890,-3.344642497,-9,154,,8.184152825
-6.99,119,-970,0.701804656,11,898,-2.016619159,-5,142,,7.548648664
-6.75,113,-955,1.627279517,25,880,-7.728618923,-19,140,,7.317239354
-6.46,109,-962,1.601809774,25,894,-5.460199824,-13,136,,6.951400962
-5.76,97,-962,1.072590517,17,908,-1.420262225,-3,121,,6.097664449
-5.59,95,-970,0.434519859,7,923,0,0,126,,5.876475559
-4.57,78,-976,0.443652105,7,904,-2.626399497,-5,109,,4.931437197
-3.71,62,-957,0.325539937,5,880,1.73570053,3,99,,4.030079239
-3.52,60,-976,1.179267106,19,923,-0.616058468,-1,93,,3.719294348
-3.77,64,-970,2.207439743,35,908,-16.97545977,-29,95,,4.03179167
-3.55,60,-968,1.849661985,29,898,-12.72432593,-21,93,,3.822535338
-3.89,66,-970,1.981536617,31,896,-12.9945864,-21,91,,4.212829703
-3.08,52,-966,1.239689501,19,878,-7.206040151,-11,87,,3.389404711
-3.68,62,-964,1.497158981,23,880,-7.206040151,-11,87,,4.030079239
-4.35,74,-972,1.580604585,25,906,-8.790522627,-15,97,,4.669411596
-3.98,68,-978,0.574213302,9,898,-3.012780459,-5,95,,4.330381438
-3.77,64,-972,0.453689068,7,884,-0.629597136,-1,91,,4.14087632
-4.72,80,-968,0.83309944,13,894,-0.578724212,-1,99,,5.113507087
